race_id,race_date,distance,rank,bracket,horse_number,horse_name,horse_id,jockey_name,jockey_id,sex,age,weight_carried,field_size,horse_runs,horse_win_rate,horse_place_rate,horse_show_rate,horse_avg_rank,horse_recent_win_rate,horse_recent_show_rate,horse_recent_avg_rank,last_rank,jockey_win_rate,jockey_place_rate,jockey_show_rate
202444123010,20244412,1600,14.0,1,1,ツーシャドー,2019102745,和田譲治,05399,牝,5.0,57.0,16,20,0.0,0.0,0.0,11.0,0.0,0.0,11.0,11,0,0,0
202444123010,20244412,1600,15.0,8,15,ローリエフレイバー,2021103199,野畑凌,05630,牝,3.0,55.0,16,19,0.0,0.0,0.05263157894736842,9.631578947368421,0.0,0.0,10.6,9,0,0,0
202444123010,20244412,1600,,1,2,カツノナノリ,2019106178,吉井章,05583,牝,5.0,55.0,16,20,0.0,0.0,0.0,10.4,0.0,0.0,9.6,9,0,0,0
202444123003,20244412,1200,1.0,4,5,ブルーリベリュール,2021106038,藤田凌,05559,牝,3.0,54.0,14,15,0.06666666666666667,0.13333333333333333,0.26666666666666666,5.533333333333333,0.0,0.0,6.6,7,0,0,0
202444123003,20244412,1200,2.0,5,7,ミッキースバル,2021101490,笹川翼,05524,牡,3.0,56.0,14,11,0.18181818181818182,0.2727272727272727,0.45454545454545453,4.636363636363637,0.0,0.0,6.8,5,0,0,0
202444123003,20244412,1200,3.0,6,9,ビートリニティ,2021103600,△谷内貫太,05650,牝,3.0,52.0,14,20,0.1,0.2,0.35,5.15,0.2,0.4,5.8,6,0,0,0
202444123003,20244412,1200,4.0,1,1,ゴールドタリスマン,2021100728,安藤洋一,a025f,牝,3.0,54.0,14,20,0.45,0.55,0.65,3.2,0.4,0.6,3.2,6,0,0,0
202444123003,20244412,1200,5.0,2,2,サブノレインボー,2021104378,達城龍次,05540,牝,3.0,54.0,14,18,0.16666666666666666,0.5555555555555556,0.6666666666666666,2.888888888888889,0.0,0.6,3.6,6,0,0,0
202444123003,20244412,1200,6.0,3,4,インヘリタンスエス,2021101061,阿部龍,05492,牡,3.0,56.0,14,20,0.05,0.4,0.55,4.6,0.0,0.4,5.6,9,0,0,0
202444123003,20244412,1200,7.0,7,11,プロトアステール,2021105635,千田洋,a0277,牝,3.0,54.0,14,9,0.2222222222222222,0.3333333333333333,0.5555555555555556,3.0,0.2,0.6,3.0,4,0,0,0
202444123003,20244412,1200,8.0,3,3,スターシャイン,2021100764,本田正重,05443,牝,3.0,54.0,14,6,0.16666666666666666,0.3333333333333333,0.8333333333333334,3.1666666666666665,0.0,0.8,3.6,2,0,0,0
